# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
11.85           	p               	-7.93998162e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38452737e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.85           	U               	(-1.19053428e-01 -4.84222288e-01 -9.35366707e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50312302e-02 1.83872426e-01 8.24337068e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.86           	p               	-7.93997329e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38452854e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.86           	U               	(-1.19052912e-01 -4.84223323e-01 -9.35373182e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50311524e-02 1.83872379e-01 8.24333428e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.87           	p               	-7.93997670e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38452852e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.87           	U               	(-1.19052394e-01 -4.84224346e-01 -9.35373280e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50310708e-02 1.83872329e-01 8.24334539e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.88           	p               	-7.93997129e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453007e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.88           	U               	(-1.19051887e-01 -4.84225371e-01 -9.35389157e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50309932e-02 1.83872283e-01 8.24332355e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.89           	p               	-7.93997366e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38452988e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.89           	U               	(-1.19051379e-01 -4.84226384e-01 -9.35385140e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50309157e-02 1.83872239e-01 8.24333096e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.9            	p               	-7.93996857e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453101e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.9            	U               	(-1.19050874e-01 -4.84227396e-01 -9.35393586e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50308394e-02 1.83872191e-01 8.24330712e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.91           	p               	-7.93997057e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453120e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.91           	U               	(-1.19050369e-01 -4.84228398e-01 -9.35396645e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50307611e-02 1.83872147e-01 8.24331516e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.92           	p               	-7.93996608e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453211e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.92           	U               	(-1.19049869e-01 -4.84229397e-01 -9.35401670e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50306852e-02 1.83872100e-01 8.24329549e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.93           	p               	-7.93996720e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453282e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.93           	U               	(-1.19049373e-01 -4.84230392e-01 -9.35415605e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50306095e-02 1.83872056e-01 8.24329693e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.94           	p               	-7.93996451e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453308e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.94           	U               	(-1.19048876e-01 -4.84231380e-01 -9.35406024e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50305320e-02 1.83872010e-01 8.24328430e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.95           	p               	-7.93996292e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453415e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.95           	U               	(-1.19048386e-01 -4.84232365e-01 -9.35425921e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50304588e-02 1.83871966e-01 8.24327758e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.96           	p               	-7.93996194e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453417e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.96           	U               	(-1.19047891e-01 -4.84233342e-01 -9.35414116e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50303820e-02 1.83871922e-01 8.24327139e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.97           	p               	-7.93996080e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453532e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.97           	U               	(-1.19047408e-01 -4.84234316e-01 -9.35430910e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50303095e-02 1.83871878e-01 8.24326496e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.98           	p               	-7.93996141e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453522e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.98           	U               	(-1.19046921e-01 -4.84235281e-01 -9.35427940e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50302296e-02 1.83871832e-01 8.24326563e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
11.99           	p               	-7.93995523e-01	(1.25000000e-02 9.87500000e-01 7.50000000e-01)	1.38453669e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
11.99           	U               	(-1.19046441e-01 -4.84236248e-01 -9.35436926e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50301585e-02 1.83871789e-01 8.24323882e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12              	p               	-7.93995809e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38453652e+00	(9.87500000e-01 9.87500000e-01 2.50000000e-01)
12              	U               	(-1.19045960e-01 -4.84237203e-01 -9.35437542e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50300883e-02 1.83871746e-01 8.24325030e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.01           	p               	-7.93995600e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38453761e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.01           	U               	(-1.19045485e-01 -4.84238155e-01 -9.35448126e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50300120e-02 1.83871702e-01 8.24323731e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.02           	p               	-7.93995546e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38453763e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.02           	U               	(-1.19045006e-01 -4.84239101e-01 -9.35445147e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50299363e-02 1.83871659e-01 8.24323423e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.03           	p               	-7.93995199e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38453901e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.03           	U               	(-1.19044540e-01 -4.84240046e-01 -9.35455645e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50298662e-02 1.83871614e-01 8.24321816e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.04           	p               	-7.93995363e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38453882e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.04           	U               	(-1.19044071e-01 -4.84240980e-01 -9.35454612e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50297971e-02 1.83871572e-01 8.24322359e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.05           	p               	-7.93995103e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38453985e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.05           	U               	(-1.19043604e-01 -4.84241912e-01 -9.35457545e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50297279e-02 1.83871533e-01 8.24321011e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.06           	p               	-7.93995243e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38453999e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.06           	U               	(-1.19043139e-01 -4.84242835e-01 -9.35463494e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50296547e-02 1.83871490e-01 8.24321457e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.07           	p               	-7.93994914e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454075e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.07           	U               	(-1.19042676e-01 -4.84243756e-01 -9.35461475e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50295824e-02 1.83871448e-01 8.24319853e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.08           	p               	-7.93994790e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454163e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.08           	U               	(-1.19042219e-01 -4.84244673e-01 -9.35480234e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50295137e-02 1.83871408e-01 8.24319170e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.09           	p               	-7.93994653e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454182e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.09           	U               	(-1.19041764e-01 -4.84245587e-01 -9.35471178e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50294449e-02 1.83871366e-01 8.24318411e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.1            	p               	-7.93994760e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454261e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.1            	U               	(-1.19041310e-01 -4.84246495e-01 -9.35483155e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50293750e-02 1.83871325e-01 8.24318674e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.11           	p               	-7.93994516e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454283e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.11           	U               	(-1.19040857e-01 -4.84247395e-01 -9.35476737e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50293031e-02 1.83871283e-01 8.24317673e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.12           	p               	-7.93994539e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454367e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.12           	U               	(-1.19040410e-01 -4.84248292e-01 -9.35486527e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50292384e-02 1.83871242e-01 8.24317402e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.13           	p               	-7.93994476e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454370e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.13           	U               	(-1.19039960e-01 -4.84249181e-01 -9.35482234e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50291679e-02 1.83871201e-01 8.24316848e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.14           	p               	-7.93994128e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454498e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.14           	U               	(-1.19039517e-01 -4.84250073e-01 -9.35496437e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50290962e-02 1.83871161e-01 8.24315493e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.15           	p               	-7.93994305e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454486e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.15           	U               	(-1.19039074e-01 -4.84250953e-01 -9.35492853e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50290337e-02 1.83871120e-01 8.24315956e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.16           	p               	-7.93993947e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454603e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.16           	U               	(-1.19038638e-01 -4.84251832e-01 -9.35500999e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50289650e-02 1.83871080e-01 8.24314257e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.17           	p               	-7.93994143e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454586e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.17           	U               	(-1.19038199e-01 -4.84252704e-01 -9.35499495e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50289001e-02 1.83871039e-01 8.24314898e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.18           	p               	-7.93993868e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454702e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.18           	U               	(-1.19037766e-01 -4.84253575e-01 -9.35506494e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50288343e-02 1.83871001e-01 8.24313720e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.19           	p               	-7.93994031e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454684e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.19           	U               	(-1.19037331e-01 -4.84254438e-01 -9.35503045e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50287675e-02 1.83870963e-01 8.24314160e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.2            	p               	-7.93993757e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454762e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.2            	U               	(-1.19036898e-01 -4.84255292e-01 -9.35504331e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50286974e-02 1.83870921e-01 8.24312679e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.21           	p               	-7.93993523e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454849e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.21           	U               	(-1.19036475e-01 -4.84256147e-01 -9.35522721e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50286373e-02 1.83870885e-01 8.24311778e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.22           	p               	-7.93993697e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454857e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.22           	U               	(-1.19036045e-01 -4.84256999e-01 -9.35511465e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50285686e-02 1.83870847e-01 8.24312093e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.23           	p               	-7.93993486e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454943e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.23           	U               	(-1.19035624e-01 -4.84257844e-01 -9.35522578e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50285070e-02 1.83870810e-01 8.24311416e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.24           	p               	-7.93993700e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38454941e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.24           	U               	(-1.19035201e-01 -4.84258683e-01 -9.35517398e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50284403e-02 1.83870770e-01 8.24311785e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.25           	p               	-7.93993084e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455049e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.25           	U               	(-1.19034787e-01 -4.84259520e-01 -9.35524158e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50283797e-02 1.83870731e-01 8.24309270e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.26           	p               	-7.93993428e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455031e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.26           	U               	(-1.19034367e-01 -4.84260352e-01 -9.35523731e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50283073e-02 1.83870692e-01 8.24310528e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.27           	p               	-7.93993289e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455155e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.27           	U               	(-1.19033954e-01 -4.84261180e-01 -9.35532289e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50282464e-02 1.83870656e-01 8.24309848e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.28           	p               	-7.93993387e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455136e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.28           	U               	(-1.19033542e-01 -4.84262003e-01 -9.35528176e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50281833e-02 1.83870619e-01 8.24310132e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.29           	p               	-7.93992878e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455221e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.29           	U               	(-1.19033133e-01 -4.84262821e-01 -9.35531511e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50281183e-02 1.83870582e-01 8.24307674e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.3            	p               	-7.93993016e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455226e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.3            	U               	(-1.19032723e-01 -4.84263631e-01 -9.35532983e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50280600e-02 1.83870540e-01 8.24307929e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.31           	p               	-7.93992893e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455369e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.31           	U               	(-1.19032321e-01 -4.84264445e-01 -9.35546975e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50279998e-02 1.83870505e-01 8.24307781e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.32           	p               	-7.93993221e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455322e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.32           	U               	(-1.19031916e-01 -4.84265253e-01 -9.35537405e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50279328e-02 1.83870469e-01 8.24308751e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.33           	p               	-7.93992742e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455388e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.33           	U               	(-1.19031517e-01 -4.84266049e-01 -9.35534816e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50278785e-02 1.83870435e-01 8.24306588e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.34           	p               	-7.93992709e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455439e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.34           	U               	(-1.19031117e-01 -4.84266843e-01 -9.35546518e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50278160e-02 1.83870399e-01 8.24306228e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.35           	p               	-7.93992687e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455479e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.35           	U               	(-1.19030721e-01 -4.84267634e-01 -9.35539006e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50277561e-02 1.83870363e-01 8.24306129e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
12.36           	p               	-7.93992760e-01	(1.25000000e-02 9.87500000e-01 2.50000000e-01)	1.38455554e+00	(9.87500000e-01 9.87500000e-01 7.50000000e-01)
12.36           	U               	(-1.19030327e-01 -4.84268424e-01 -9.35556766e-04)	(8.87500000e-01 7.37500000e-01 5.00000000e-02)	(7.50276950e-02 1.83870325e-01 8.24306190e-03)	(6.25000000e-02 9.62500000e-01 5.00000000e-02)
